Country Name,Country Code,Indicator Name,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
New Caledonia,NCL,Fixed telephone subscriptions,80000.0,85000.0,88500.0,77719.0,,,,46000.0,46000.0,46000.0,
Niger,NER,Fixed telephone subscriptions,100537.0,100500.0,105300.0,110000.0,160848.0,114352.0,,58000.0,58000.0,58000.0,
Nigeria,NGA,Fixed telephone subscriptions,418166.0,360537.0,183290.0,187155.0,154513.0,139344.0,140491.0,107154.0,107031.0,106385.0,96996.0
Nicaragua,NIC,Fixed telephone subscriptions,299123.0,324971.0,339629.0,354017.0,366636.0,375856.0,325821.0,228782.0,224124.0,207577.0,215729.0
Netherlands,NLD,Fixed telephone subscriptions,7182000.0,7125486.0,6946000.0,6951528.0,6774000.0,6551000.0,5900000.0,5560000.0,4937000.0,5024000.0,4570000.0
Norway,NOR,Fixed telephone subscriptions,1396016.0,1236698.0,1080869.0,944510.0,807163.0,686718.0,565316.0,444600.0,348808.0,234319.0,140033.0
Nepal,NPL,Fixed telephone subscriptions,831703.0,829097.0,837266.0,846940.0,858237.0,861299.0,799368.0,762000.0,726000.0,726000.0,
Nauru,NRU,Fixed telephone subscriptions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
New Zealand,NZL,Fixed telephone subscriptions,1880000.0,1850000.0,1850000.0,1850000.0,1760000.0,1790000.0,1073000.0,967000.0,844000.0,908000.0,757000.0
OECD members,OED,Fixed telephone subscriptions,532307534.0,521874927.0,510807704.0,502009381.0,494600330.0,483361398.0,469633737.0,455188588.0,448512577.0,442702548.0,429134175.0
Oman,OMN,Fixed telephone subscriptions,304545.0,351411.0,375196.0,434932.0,422518.0,509756.0,560326.0,592196.0,594550.0,572166.0,563172.0
Other small states,OSS,Fixed telephone subscriptions,2380972.0,2253868.0,2276228.0,2235113.0,2213718.0,2242152.0,2241216.0,2254901.0,2257799.0,2195311.0,2146201.0
Pakistan,PAK,Fixed telephone subscriptions,5861915.0,6370860.0,4897814.0,3537600.0,3104415.0,2940243.0,2934735.0,2778241.0,2876794.0,2831852.0,2799360.0
Panama,PAN,Fixed telephone subscriptions,569880.0,577028.0,588397.0,620436.0,652816.0,662588.0,728379.0,649156.0,808914.0,876308.0,811488.0
Peru,PER,Fixed telephone subscriptions,3415478.0,3205894.0,3032556.0,2911495.0,3074464.0,3082036.0,2888595.0,2466512.0,2208884.0,2135170.0,1797709.0
Philippines,PHL,Fixed telephone subscriptions,3493164.0,3148835.0,3093236.0,3223787.0,3781962.0,4163282.0,4132435.0,4255808.0,4731196.0,4672737.0,4884608.0
Palau,PLW,Fixed telephone subscriptions,7325.0,7263.0,7125.0,7204.0,,,,8000.0,8000.0,8000.0,8000.0
Papua New Guinea,PNG,Fixed telephone subscriptions,139000.0,140000.0,145100.0,150000.0,154000.0,158000.0,,166000.0,166000.0,166000.0,
Poland,POL,Fixed telephone subscriptions,5950896.0,8257428.0,9731940.0,9053648.0,8143145.0,7412432.0,6575246.0,6044956.0,5777428.0,5311658.0,5277054.0
Pre-demographic dividend,PRE,Fixed telephone subscriptions,6675713.0,6383889.0,6663616.0,6178530.0,6185824.0,6761999.0,5942004.0,6005820.0,5953270.0,5672632.0,5206902.0
Puerto Rico,PRI,Fixed telephone subscriptions,706274.0,660838.0,823527.0,813106.0,813546.0,783739.0,703266.0,686901.0,714199.0,726739.0,739111.0
"Korea, Dem. People's Rep.",PRK,Fixed telephone subscriptions,1180000.0,1180000.0,1180000.0,1180000.0,1180000.0,1180000.0,,1180000.0,1180000.0,1180000.0,
Portugal,PRT,Fixed telephone subscriptions,4558075.0,4529794.0,4588563.0,4682997.0,4787677.0,4831284.0,5073815.0,5088193.0,5212723.0,5319439.0,5437049.0
Paraguay,PRY,Fixed telephone subscriptions,410988.0,437643.0,371902.0,344853.0,350455.0,294280.0,302754.0,272656.0,249231.0,203971.0,168517.0
West Bank and Gaza,PSE,Fixed telephone subscriptions,393880.0,403025.0,403118.0,406500.0,432000.0,476239.0,469741.0,467189.0,466283.0,485829.0,457706.0
Pacific island small states,PSS,Fixed telephone subscriptions,164770.0,147482.0,132791.0,126962.0,116575.0,120731.0,82559.0,91614.0,89015.0,92978.0,
Post-demographic dividend,PST,Fixed telephone subscriptions,502424127.0,491594214.0,478579876.0,468515125.0,461093653.0,449414512.0,434419252.0,417852777.0,407506006.0,399733595.0,385205196.0
French Polynesia,PYF,Fixed telephone subscriptions,62549.0,61793.0,60945.0,60693.0,60530.0,86631.0,90278.0,94000.0,94000.0,134094.0,138658.0
Qatar,QAT,Fixed telephone subscriptions,394407.0,412584.0,417589.0,459887.0,467148.0,461561.0,452088.0,461289.0,454701.0,460240.0,523765.0
Romania,ROU,Fixed telephone subscriptions,4650000.0,4720000.0,4560000.0,4270000.0,4110000.0,3890000.0,3660000.0,3380000.0,3025000.0,2606000.0,2222000.0
Russian Federation,RUS,Fixed telephone subscriptions,42168388.0,40473148.0,38212576.0,35553328.0,32276615.0,31952072.0,30108289.0,27674128.0,25892405.0,23864124.0,
Rwanda,RWA,Fixed telephone subscriptions,44363.0,45338.0,49612.0,16983.0,13403.0,12333.0,12960.0,11393.0,11671.0,11893.0,10327.0
South Asia,SAS,Fixed telephone subscriptions,42185378.0,40166877.0,36567517.0,34210201.0,31769047.0,30507486.0,29694379.0,28458766.0,27836154.0,30671699.0,33138751.0
Saudi Arabia,SAU,Fixed telephone subscriptions,4801824.0,4939715.0,,3746906.0,4238774.0,4659836.0,5387405.0,5377978.0,5749058.0,6594631.0,6773272.0
Sudan,SDN,Fixed telephone subscriptions,424586.0,415571.0,415106.0,118954.0,136472.0,143280.0,136923.0,137842.0,129408.0,131485.0,155802.0
Senegal,SEN,Fixed telephone subscriptions,340019.0,343718.0,311945.0,300219.0,285933.0,290636.0,302243.0,207592.0,228774.0,261440.0,297046.0
Singapore,SGP,Fixed telephone subscriptions,1987600.0,1967000.0,1996700.0,2016100.0,1998400.0,1991700.0,2001000.0,1911200.0,1891000.0,1901400.0,1906200.0
Solomon Islands,SLB,Fixed telephone subscriptions,8060.0,7618.0,7525.0,7438.0,7405.0,7405.0,7430.0,7104.0,7000.0,7000.0,
Sierra Leone,SLE,Fixed telephone subscriptions,18000.0,16000.0,16500.0,17000.0,17000.0,17000.0,4352.0,476.0,189.0,269.0,
El Salvador,SLV,Fixed telephone subscriptions,1059000.0,960535.0,953773.0,944266.0,941184.0,928433.0,923029.0,893630.0,894000.0,856090.0,862717.0
San Marino,SMR,Fixed telephone subscriptions,18700.0,18752.0,18600.0,16550.0,16000.0,18000.0,16500.0,16000.0,16000.0,16000.0,16000.0
Somalia,SOM,Fixed telephone subscriptions,70000.0,64000.0,57200.0,51000.0,48000.0,,74800.0,91000.0,91000.0,91000.0,91000.0
Serbia,SRB,Fixed telephone subscriptions,2976849.0,3031657.0,2856134.0,2770462.0,2684419.0,2609601.0,2574691.0,2565392.0,2572254.0,2540276.0,2538727.0
Sub-Saharan Africa (excluding high income),SSA,Fixed telephone subscriptions,11865228.0,10551521.0,10620754.0,10612112.0,11170586.0,10858695.0,7873416.0,7733700.0,7679420.0,6705439.0,6403099.0
South Sudan,SSD,Fixed telephone subscriptions,150.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
Sub-Saharan Africa,SSF,Fixed telephone subscriptions,11886176.0,10573273.0,10641962.0,10633453.0,11191422.0,10878347.0,7893706.0,7753822.0,7698302.0,6724207.0,6422126.0
Small states,SST,Fixed telephone subscriptions,3243515.0,3102513.0,3077559.0,3049214.0,2980257.0,2984966.0,2771576.0,2908708.0,2914157.0,2861566.0,2489269.0
Sao Tome and Principe,STP,Fixed telephone subscriptions,8035.0,6976.0,6800.0,6441.0,5733.0,5569.0,5299.0,4784.0,2790.0,2619.0,2501.0
Suriname,SUR,Fixed telephone subscriptions,86449.0,84941.0,84900.0,91916.0,89030.0,89030.0,88098.0,92756.0,103240.0,119977.0,108250.0
Slovak Republic,SVK,Fixed telephone subscriptions,974762.0,967106.0,918662.0,866630.0,823594.0,758842.0,722704.0,675297.0,648462.0,577390.0,540558.0
Slovenia,SVN,Fixed telephone subscriptions,835255.0,798356.0,769682.0,753082.0,728686.0,739087.0,722766.0,707059.0,704909.0,695486.0,675823.0
Sweden,SWE,Fixed telephone subscriptions,4169083.0,3928425.0,3778569.0,3554665.0,3104305.0,2617672.0,2163913.0,1750989.0,1478610.0,1261073.0,
Eswatini,SWZ,Fixed telephone subscriptions,45565.0,46000.0,44400.0,43000.0,42000.0,36833.0,44135.0,42507.0,46966.0,40046.0,37746.0
Sint Maarten (Dutch part),SXM,Fixed telephone subscriptions,,,,,,,,,,,
Seychelles,SYC,Fixed telephone subscriptions,20948.0,21752.0,21208.0,21341.0,20836.0,19652.0,20290.0,20122.0,18882.0,18768.0,19027.0
Syrian Arab Republic,SYR,Fixed telephone subscriptions,4254047.0,4428774.0,3629047.0,3539665.0,3464846.0,2726193.0,2740000.0,2843103.0,2857193.0,2821171.0,
Turks and Caicos Islands,TCA,Fixed telephone subscriptions,3700.0,4000.0,4100.0,4000.0,,,,4000.0,4000.0,4000.0,
Chad,TCD,Fixed telephone subscriptions,27937.0,31323.0,23580.0,17029.0,13332.0,8664.0,9036.0,6524.0,5340.0,5294.0,5250.0
East Asia & Pacific (IDA & IBRD countries),TEA,Fixed telephone subscriptions,342193184.0,320297259.0,297892118.0,263990391.0,238806749.0,232283010.0,224851161.0,224072410.0,214508590.0,212919526.0,209001250.0
Europe & Central Asia (IDA & IBRD countries),TEC,Fixed telephone subscriptions,104478604.0,104320915.0,100937332.0,94441015.0,88825294.0,85776145.0,80750763.0,77719090.0,74789162.0,70564209.0,42418887.0
Togo,TGO,Fixed telephone subscriptions,61590.0,62537.0,53311.0,52690.0,33817.0,36111.0,37691.0,43605.0,46499.0,54469.0,65613.0
Thailand,THA,Fixed telephone subscriptions,6377000.0,6056000.0,5690000.0,5309000.0,4706000.0,9955000.0,6059000.0,5415000.0,5003000.0,4634000.0,4368000.0
Tajikistan,TJK,Fixed telephone subscriptions,393000.0,425000.0,440700.0,457000.0,468000.0,479000.0,,502000.0,502000.0,502000.0,
Turkmenistan,TKM,Fixed telephone subscriptions,575000.0,602000.0,624400.0,648000.0,665000.0,682000.0,744867.0,764909.0,781170.0,801721.0,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Fixed telephone subscriptions,107941488.0,107149316.0,106094783.0,107407831.0,107156510.0,102900160.0,100673329.0,93320365.0,91589434.0,89095057.0,86749278.0
Timor-Leste,TLS,Fixed telephone subscriptions,3000.0,3000.0,3557.0,2720.0,2545.0,2381.0,2206.0,2075.0,2012.0,1876.0,1840.0
Middle East & North Africa (IDA & IBRD countries),TMN,Fixed telephone subscriptions,54347711.0,53118990.0,51250896.0,52234556.0,53717953.0,54967044.0,52793651.0,55652696.0,57307023.0,59113814.0,55057012.0
Tonga,TON,Fixed telephone subscriptions,30000.0,31000.0,12000.0,13220.0,11000.0,14697.0,14697.0,6637.0,7000.0,10824.0,
South Asia (IDA & IBRD),TSA,Fixed telephone subscriptions,42185378.0,40166877.0,36567517.0,34210201.0,31769047.0,30507486.0,29694379.0,28458766.0,27836154.0,30671699.0,33138751.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,Fixed telephone subscriptions,11886176.0,10573273.0,10641962.0,10633453.0,11191422.0,10878347.0,7893706.0,7753822.0,7698302.0,6724207.0,6422126.0
Trinidad and Tobago,TTO,Fixed telephone subscriptions,286605.0,291291.0,288922.0,270872.0,272187.0,257445.0,319401.0,343385.0,323905.0,341434.0,326483.0
Tunisia,TUN,Fixed telephone subscriptions,1098893.0,1021979.0,949395.0,943642.0,974129.0,1113168.0,1302015.0,1454183.0,1533273.0,1659093.0,1789514.0
Turkiye,TUR,Fixed telephone subscriptions,13859672.0,13551705.0,12528865.0,11493057.0,11077559.0,11308444.0,11633461.0,11532903.0,12448604.0,12310016.0,11197979.0
Tuvalu,TUV,Fixed telephone subscriptions,1450.0,1450.0,1500.0,2000.0,2000.0,2000.0,,2000.0,2000.0,2000.0,
Tanzania,TZA,Fixed telephone subscriptions,176367.0,164999.0,151274.0,142819.0,129597.0,127094.0,124238.0,76288.0,72469.0,71834.0,84696.0
Uganda,UGA,Fixed telephone subscriptions,314956.0,272844.0,324442.0,328811.0,368243.0,262286.0,82066.0,85710.0,90774.0,105086.0,116660.0
Ukraine,UKR,Fixed telephone subscriptions,12182142.0,11830969.0,10461083.0,9113061.0,8451229.0,7186579.0,6074255.0,4182994.0,3314263.0,2282786.0,1739319.0
Upper middle income,UMC,Fixed telephone subscriptions,506849189.0,486246045.0,459539624.0,425318467.0,400723557.0,393912983.0,379552543.0,369449935.0,358419009.0,354853727.0,348800085.0
Uruguay,URY,Fixed telephone subscriptions,1010953.0,1048445.0,1082903.0,1106431.0,1113566.0,1136977.0,1153533.0,1165373.0,1203473.0,1236980.0,1258557.0
United States,USA,Fixed telephone subscriptions,138595000.0,133233000.0,128495000.0,124848000.0,121343000.0,116297000.0,110333000.0,106431000.0,101799000.0,97819000.0,91623000.0
Uzbekistan,UZB,Fixed telephone subscriptions,1980038.0,2000000.0,2507711.0,2816611.0,3412921.0,3444330.0,3460258.0,5662750.0,5474233.0,5766587.0,5685854.0
St. Vincent and the Grenadines,VCT,Fixed telephone subscriptions,19379.0,19069.0,23903.0,24865.0,20550.0,20092.0,19907.0,17892.0,17439.0,12263.0,11016.0
"Venezuela, RB",VEN,Fixed telephone subscriptions,7648753.0,7773777.0,7808524.0,7780096.0,7660417.0,5928714.0,5547291.0,5351312.0,5251182.0,3222483.0,3146844.0
British Virgin Islands,VGB,Fixed telephone subscriptions,12268.0,12080.0,11849.0,11754.0,11167.0,9544.0,6264.0,20605.0,20412.0,22571.0,
Virgin Islands (U.S.),VIR,Fixed telephone subscriptions,,76000.0,76100.0,76000.0,,,,76000.0,76000.0,76000.0,
Viet Nam,VNM,Fixed telephone subscriptions,9556089.0,6725329.0,6725329.0,7324947.0,5598017.0,4385427.0,4296301.0,3658005.0,3205775.0,3122490.0,2390671.0
Vanuatu,VUT,Fixed telephone subscriptions,4848.0,5497.0,5727.0,4797.0,4555.0,4511.0,4154.0,3809.0,3472.0,3644.0,3437.0
World,WLD,Fixed telephone subscriptions,1179347163.0,1142279217.0,1091282708.0,1045942843.0,1007991194.0,983845706.0,948355673.0,925362136.0,903104188.0,891823568.0,840736466.0
Samoa,WSM,Fixed telephone subscriptions,8270.0,8382.0,11778.0,11453.0,9679.0,8454.0,,6000.0,6000.0,6000.0,4567.0
Kosovo,XKX,Fixed telephone subscriptions,,,,,,,,,,,
"Yemen, Rep.",YEM,Fixed telephone subscriptions,1104000.0,1143000.0,1168600.0,1142227.0,1165828.0,1190000.0,,1240000.0,1240000.0,1240000.0,
South Africa,ZAF,Fixed telephone subscriptions,4847000.0,3875582.0,3647770.0,4131055.0,4522850.0,4810074.0,3345440.0,2024730.0,2098802.0,1472191.0,1309590.0
Zambia,ZMB,Fixed telephone subscriptions,82542.0,115762.0,114420.0,116165.0,101407.0,101444.0,100444.0,96719.0,71844.0,65913.0,96284.0
Zimbabwe,ZWE,Fixed telephone subscriptions,301650.0,304162.0,329475.0,333702.0,305720.0,264150.0,268849.0,265734.0,252067.0,243421.0,291324.0
