Country Name,Country Code,Indicator Name,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.97,9.82,10.207,11.206,10.202,12.0,12.15,12.285,14.04,13.607,12.437
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.048577557042894,4.0495140531861304,4.0459145341909215,4.120813186725233,4.038120905249829,3.9170826004754944,3.808429779663946,3.8989808076602515,4.368402947299476,4.12867163385659,4.239945997476163
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.879111664756493,6.816961227592827,6.720057305089362,6.8640712575019425,6.766929707237834,6.694973247657316,6.714422392388168,6.249379816375542,7.2894859078376095,6.659520468942567,5.63112979143557
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.054692595690491,4.0396156695396455,4.021652794149959,4.089076805105359,3.9999270389511135,3.8711631135085143,3.7502772539973335,3.8199817304260875,4.300353122868593,4.061778871023282,4.109334927316373
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.504041020152824,8.472207624610789,8.860347933285029,8.8463468571602,8.924189364262292,8.83451466806739,8.491224181737472,8.980985311543797,9.133638922371272,8.837180472733104,7.621182823482807
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.009035557654654,9.208759250318845,8.89048362626422,8.506526767563203,8.03706485884347,7.434318783030942,6.833782090240652,6.589444789500013,7.048769910712903,6.862582212134432,5.817338544759402
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.235,3.083,3.48,3.616,4.597,3.836,3.53,3.812,6.127,4.552,3.761
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.597,13.154,13.105,13.052,12.45,11.767,9.855,7.851,7.974,7.441,7.344
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.418597851704883,11.97467519902825,11.626841119910928,10.890155505658695,10.028635929348273,9.05337170464654,8.158201190602806,7.506023263187932,7.823347818136612,7.730066946159493,6.7458206912645755
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.649,5.61,5.652,5.793,5.83,5.879,5.758,5.789,6.307,6.341,5.941
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",24.788,26.094,24.442,22.058,19.635,17.224,15.255,14.104,15.532,14.781,12.917
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.021,8.631,7.352,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.255,2.251,2.364,2.45,2.566,2.678,2.825,2.945,4.024,3.935,3.493
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.867696101801968,11.320560947318326,10.818024192061653,10.02022845282459,9.103486383025505,8.119401244360498,7.251861970039687,6.674263316044981,7.042400851299405,7.022608130847725,6.147075950774703
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.337368265123009,5.3360640901609795,5.47976437989785,5.561565469369999,5.689246407742211,5.894832770609797,5.874516732468919,5.89409658257476,6.669492745746878,6.7731596081284415,5.758277067350737
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.689,8.193,8.663,9.376,8.818,8.64,7.361,6.695,7.759,7.606,6.719
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.375,4.356,4.325,4.292,4.32,4.328,4.34,4.38,4.623,4.678,4.481
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.841,9.913,10.273,10.354,10.057,9.41,9.018,8.415,8.01,7.874,7.308
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.713,19.788,19.922,19.994,20.165,20.351,20.502,20.426,21.273,21.233,20.501
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.885,7.525,6.11,5.301,4.81,4.33,3.996,3.737,4.472,4.826,3.73
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.653,19.416,17.439,16.506,16.604,13.939,12.667,11.565,11.73,11.794,11.657
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.141,2.173,4.412,6.806,5.237,3.369,3.251,3.156,3.285,3.338,3.084
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.891,4.977,5.108,5.251,5.019,4.815,4.771,5.018,5.993,5.767,5.328
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.346,9.468,8.224,7.271,6.299,5.162,4.127,4.532,5.858,6.206,6.082
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.207,3.226,3.316,3.224,3.192,3.137,3.196,3.219,3.614,3.628,3.204
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.116,8.039,8.044,8.178,8.232,8.329,8.256,8.367,9.075,9.194,8.746
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",24.731,27.686,26.708,24.981,23.514,21.414,19.179,17.045,15.899,14.657,12.426
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.765,3.017,2.717,2.506,2.583,2.462,2.283,2.193,2.953,2.174,3.051
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.2,11.5,7.6,6.9,5.4,5.417,5.447,5.402,6.227,6.001,5.527
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.231,12.528,12.887,13.273,13.563,13.813,14.019,13.525,15.701,14.927,12.423
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.734505067840967,7.644365186178068,7.062042258598063,6.575993247564921,6.135067861047598,5.590480041067595,5.084239379364125,4.761291864811735,6.4545467292974426,5.5574897860459656,4.493893469178884
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.285,3.4,3.296,3.314,3.392,3.124,2.805,2.917,5.808,5.174,4.318
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.755,5.646,7.078,6.147,6.727,5.528,5.622,5.551,10.679,7.94,7.037
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.585374696387346,4.355884759174581,4.3720468925981475,4.536514043706116,4.5030727962705726,4.529737893686455,4.428701827675846,4.422645140711871,5.149285411482676,5.002778647505347,4.534132528810469
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.935,17.251,17.29,16.175,13.103,11.208,8.432,6.617,7.507,7.608,6.96
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.1,13.639,13.766,13.745,13.888,13.929,13.937,14.133,15.56,15.253,14.719
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.003,10.177,7.725,6.813,5.115,4.156,3.709,3.419,4.25,4.045,3.609
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.263980064999082,6.252911439792541,6.217400413053518,6.339557593381005,6.4350173201246745,6.383657852264183,6.25104228526483,6.033435389618318,6.90114930060324,6.266358048650738,5.542943749821802
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.8913875353480165,5.844991481619934,5.7908058738592185,5.948125778454762,5.995136678424689,5.992716484980286,5.902750758366324,5.757124298757599,6.6051258174532705,6.125997557974363,5.423487633828778
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.438229651607577,4.276897486361901,4.170764760174989,4.484489496529613,4.375586706268089,4.583455713101775,4.6699564528572095,4.79765160867445,5.612674796025697,5.658217577798399,5.032833816940651
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.9608173284346577,3.6787148346433227,3.329797754197198,4.0653188905780375,3.735698670151582,4.339480887095958,4.818347320094684,5.2026019543689435,6.0372207465576455,6.035065082657342,5.148425013637858
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.468,4.336,4.049,4.514,4.301,3.783,4.387,3.59,4.255,3.827,3.462
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.658521642362688,4.55304113572347,4.55708769890908,4.67812536837399,4.669168080518806,4.694106726699284,4.603106628391157,4.614873345013689,5.420755282120853,5.486518886096264,4.980091821577223
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.156,8.088,7.992,7.894,7.8,7.723,7.652,6.51,7.859,6.38,4.822
Not classified,INX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.451,13.735,11.858,9.908,8.374,6.713,5.741,4.95,5.623,6.194,4.479
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.275,10.595,10.68,11.166,12.618,12.232,12.195,10.74,9.687,9.282,9.085
Iraq,IRQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.965,9.208,10.59,10.838,10.82,13.02,13.509,14.142,15.776,16.173,15.588
Iceland,ISL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.0,5.376,4.897,3.979,2.978,2.742,2.704,3.507,5.478,6.029,3.789
Israel,ISR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.762,6.137,5.789,5.176,4.723,4.14,3.917,3.731,4.169,4.812,3.695
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.655,12.149,12.683,11.896,11.688,11.211,10.61,9.952,9.164,9.497,8.069
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.695,9.698,9.046,8.824,8.634,7.399,5.47,4.987,6.501,5.188,4.083
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.2,12.6,11.9,13.075,15.275,18.12,18.257,16.801,19.213,19.837,18.2
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.358,4.038,3.589,3.385,3.132,2.822,2.467,2.351,2.809,2.828,2.6
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.29,5.2,5.06,4.93,4.96,4.9,4.85,4.8,4.89,5.556,4.86
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.686,2.764,2.768,2.763,2.757,3.54,4.284,5.014,5.621,5.693,5.805
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.07,3.146,3.253,3.346,3.466,3.568,3.673,4.252,4.63,4.096,4.055
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.496,0.438,0.692,0.393,0.716,0.141,0.13,0.12,0.172,0.396,0.247
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.812,2.747,3.082,3.546,3.65,3.653,3.824,3.746,3.931,3.639,2.857
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.234,2.476,2.9,2.2,2.16,2.223,2.198,2.239,3.535,2.997,2.124
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.377117512413622,6.2955885593996115,6.099347479810616,6.70202119320166,7.90667470796857,8.231944302092794,8.090596535668771,8.128513246190142,10.273382327285754,9.238851735235412,6.887760494653078
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.398,1.755,2.117,2.491,2.88,3.269,2.896,2.528,2.314,1.997,1.209
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.91,8.423,8.796,9.27,9.76,10.236,10.741,11.301,13.235,12.621,11.599
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.138,2.072,2.079,2.553,3.081,3.066,3.057,3.072,4.092,3.792,2.99
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.03,19.316,19.298,19.649,19.5,19.015,18.836,19.037,19.535,19.595,19.319
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.06,22.21,21.592,20.851,19.928,19.136,19.329,15.613,25.225,20.514,15.934
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.427723902972112,6.382924099129965,6.1845063291130415,6.6871667035049,7.753916090108492,8.04964446167378,7.953043893209455,8.016580346518811,10.212684276395619,9.167557158973649,6.905458104175718
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.867657252021454,4.841063735118347,4.799490048877846,4.894109770097472,4.977355710400092,5.059656802780779,4.951267477953964,4.963376789655364,5.744228765685914,5.827431180872217,5.251295247260926
Low income,LIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.96968549124601,4.822861904444195,4.791458118287665,4.897413841268238,4.995689466104507,5.089209585653196,5.01295803880824,5.008268793098275,5.708067888937607,5.654376817189713,5.149262663431293
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.88,4.186,4.157,4.519,4.243,4.046,4.318,4.67,5.365,5.258,6.33
Lower middle income,LMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.384533841174203,6.320301355331278,6.214772762475794,6.334385948907534,6.182280542608167,6.220110042927449,6.144584757513611,5.642870593418058,6.702322453262641,6.051357610233688,4.940165478729468
Low & middle income,LMY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.832696090934913,5.776349125236817,5.741887106726046,5.913213323956878,5.981925558715341,6.003382969905494,5.92839217387876,5.78935121664157,6.614728873778262,6.147954031089901,5.452796774079603
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.733,15.907,16.056,16.223,16.139,16.391,16.637,16.876,18.351,18.129,16.668
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.012490856869532,4.99428400198148,4.923250433852306,5.098161783154878,5.272042394727552,5.265636707816738,5.045782132207426,5.189043412073454,5.928785935616377,5.509314199513739,5.205297797574954
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.365,11.77,10.698,9.12,7.862,7.073,6.147,6.255,8.487,7.112,5.956
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.14,5.848,5.852,6.669,6.291,5.522,5.585,5.595,6.773,5.247,4.585
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.047,11.867,10.846,9.873,9.643,8.715,7.412,6.312,8.098,7.513,6.815
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.97,1.82,1.67,1.81,1.939,1.987,1.834,1.749,2.566,2.252,2.476
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.99,9.23,9.7,9.46,9.3,9.229,9.282,9.21,11.203,10.539,9.53
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.19,1.894,1.451,1.781,1.591,1.622,1.239,1.502,1.206,0.794,0.909
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.599,0.995,1.385,1.785,1.944,2.113,2.289,2.46,3.246,3.415,3.186
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.142,8.298,7.461,6.612,5.77,5.376,4.959,4.562,5.404,5.021,4.424
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.441588384914649,10.18058181675622,10.276984250471077,10.541031620977995,10.61438393918601,10.797465686370995,10.403480941075864,9.75438801996505,10.493283682059754,10.108600541376989,9.556759968724682
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.892,4.921,4.819,4.311,3.853,3.419,3.275,3.477,4.441,4.019,3.256
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,,,,,,,,,,
Middle income,MIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.90709729851792,5.859713273667994,5.826188203080185,6.004339349519188,6.072052177977136,6.0885967228178055,6.015355481613135,5.864934244888718,6.705382593729026,6.197700771751343,5.484015493162886
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",31.096,29.017,28.215,26.395,24.312,22.857,21.208,17.414,16.575,15.801,14.477
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.49,1.54,1.492,1.406,1.367,1.494,1.62,2.414,3.528,2.29,3.09
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.203,6.115,5.737,5.389,4.694,4.008,3.665,3.627,4.357,3.403,2.929
